fips_code,name,airport,harbor_dock,state_ferry,cargo_barge,road_connection,coastal,road_or_ferry,description
0240510,Klukwan,f,f,f,f,t,f,t,"Klukwan is accessible from the Haines Highway, which is connected to the Alcan Highway through Canada. Residents rely on the scheduled air flights, harbor, dock, barge, ferry, and trucking services of Haines."
0240670,Knik River,f,f,f,f,t,f,t,Knik River lies off the Glenn Highway. Many forms of transportation are available in nearby Palmer and Anchorage.
0240645,Knik-Fairview,f,f,f,f,t,t,t,"The George Parks Highway, Glenn Highway, and other local roads connect the area to Anchorage, the remainder of the state, and Canada. The Alaska Railroad serves the Fairbanks to Seward route. The Wasilla and Palmer airports provide scheduled commuter and air taxi services. Float planes land at Wasilla Lake, Jacobsen Lake, and Lake Lucille. There are ten additional private airstrips in the vicinity. Commercial jet flights are operated out of Anchorage International Airport."
0240840,Kobuk,t,f,f,t,f,f,f,"Kobuk's major means of transportation are barge, plane, small boat, and snow machine. A state-owned lighted gravel airstrip serves scheduled air carriers. Float planes land on the Kobuk River. Crowley Marine Services barges fuel and supplies during the spring and fall, when high water stages occur. There is a barge off-loading area. Boats, ATVs, and snow machines are used for local travel. There are many trails along the river for year-round inter-village travel and subsistence activities, including a 7-mile road to Shungnak."
0240950,Kodiak,t,t,t,t,f,t,t,"Kodiak is accessible by air and sea. The state-owned Kodiak airport has three asphalt runways. Kodiak Municipal Airport offers another shorter, paved runway for small aircraft. Two passenger airlines serve Kodiak with several daily flights to and from Anchorage, and a number of air taxi services provide flights to five remote villages only accessible by boat or aircraft. City-owned seaplane bases at Trident Basin and Lilly Lake accommodate floatplane traffic. The Alaska Marine Highway System operates a ferry service between Kodiak and Homer, as well as other ports as far west as Dutch Harbor. The Port of Kodiak includes 2 boat harbors with 600 boat slips up to 160 feet in length. Three deep-draft piers accommodate ferries, cruise ships, container ships, military vessels and a variety of large commercial fishing vessels. Boat launch ramps and 150 ton vessel lift are also available. The City of Kodiak opened a shipyard in 2010. Vessels up to 42 feet by 180 feet and 660 tons can be lifted for maintenance and rebuild. A breakwater on Near Island provides another 60 acres of mooring space at St. Herman Harbor. Approximately 140 miles of state roads connect island communities on the east side of the island."
0241210,Kodiak Station,f,t,f,f,f,t,f,The Coast Guard uses the state-operated Kodiak Airport for transportation of personnel and materials. The station has private docking facilities for large cutters and fishing vessels. The island is also accessible by state ferry.
0241280,Kokhanok,t,f,f,f,f,f,f,"Kokhanok is accessible by air and water. There is a state-owned gravel airstrip and a seaplane base. . As of July 2014, the barge was not able to travel to the village for several years and fuel and other goods had to be shipped in by plane. In the past, large amounts of freight are delivered in the summer by barge either up the Kvichak River from Naknek, or by Cook Inlet or Pile Bay portages. Small freight is delivered by air plane. Residents can generally travel to Iliamna and Anchorage through scheduled air service. Travel to Dillingham, King Salmon, and other communities typically require chartering. Local travel is done primarily by ATV, skiff, or snowmobile."
0241500,Koliganek,t,f,f,f,f,f,f,"Boats and ATVs are used in the summer and snow machines in the winter. Locals travel to New Stuyahok frequently. There are no docking facilities; goods are lightered from Dillingham. In a survey conducted in 2011, community leaders reported vessels up to 200 feet long can use moorage in Koliganek but that no dock space is available for public moorage. Community leaders also reported a road system exists in the community. A state-owned gravel runway is available."
0241610,Kongiganak,t,f,f,t,f,f,f,"A state-owned airstrip is available. Snowmobiles, boats, and skiffs provide local transportation to Bethel and other area villages. Winter trails exist to Kwigillingok (11.1 mi) and Tuntutuliak (29 mi). There are no docking facilities; barges deliver cargo once or twice each summer."
0241720,Kotlik,t,t,f,t,f,t,f,"The community is located on the banks of the Little Kotlik River. There is no road access to Kotlik, although the village is easily accessible by barge. Residents use the river for commercial and private travel. Boardwalks are used in the community for pedestrian and small vehicles. Local residents travel in privately owned boats during the summer and use snowmobiles, and small all-terrain vehicles for travel during the winter. Bulk fuel and heavy cargo are brought in seasonally by barge. Air transportation of passengers, cargo, and mail is provided via the state-owned gravel airstrip. A flooding event in 2013 damaged many of the town's boardwalks."
0241830,Kotzebue,t,t,f,t,f,t,f,"Air is the primary means of transportation year-round. The state-owned Ralph Wien Memorial Airport supports daily jet service to Anchorage and several air taxis to the region's villages. It has a crosswind gravel runway. A seaplane base is also operated by the state. The shipping season lasts 100 days, from early July to early October, when the sound is ice-free. Due to river sediments deposited by the Noatak River four miles above Kotzebue, its harbor is shallow. Deep draft vessels must anchor 15 miles out, and cargo is lightered to shore and warehoused. Crowley Marine Services operates shallow draft barges to deliver cargo to area communities. There are 26 miles of local gravel road used by cars, trucks, and motorcycles during the summer. Snow machines are preferred in winter for local transportation."
0241940,Koyuk,t,f,f,t,f,t,f,"There are no roads connecting Koyuk with other villages, regular access is primarily limited to air and sea. Supplies arrive from Nome and are lightered to shore. The lack of an extensive road system increases the importance of the winter trail system. The most well-known trail is the 1,151 mile Iditarod trail from Anchorage to Nome. This trail connects the villages of Unalakleet, Shaktoolik, Koyuk, White Mountain, Koyuk, and Elim. There is also a trail connecting Koyuk to Buckland, and a coastal route between Stebbins and St. Michael, Unalakleet, Shaktoolik, Koyuk, Elim, Golovin, White Mountain and Solomon. Construction has also begun on an 18-mile road segment connecting Koyuk to Six Mile Point. There is no dock in the village, but the city has received funding from NSEDC for a fisherman's floating dock. There is a state-owned airport with a gravel runway; improvements are needed to bring the runway up to the standard minimum length of 4,000 feet. Daily flights are accommodated between Nome and Unalakleet."
0242050,Koyukuk,t,f,f,t,f,f,f,"The state-owned lighted, gravel runway provides year-round transportation. The river is heavily traveled when ice-free, from mid-May through mid-October. Cargo is delivered by barge about four times each summer. Numerous local trails and winter trails to Chance and Nulato are used by residents. Snow machines, ATVs, and riverboats are used for local transportation."
0242160,Kupreanof,f,t,f,f,f,t,f,"Kupreanof is a designated roadless community according to its city charter. The community is a destination for seasonal tourist activities using a local trail system in conjunction with the US Forest Service trail system. These include several miles of trails which start at sea level and go beyond 2000 ft. on one end, a convenient low elevation loop trail about 1.5 miles in length, and the 10 mile long Petersburg Creek trail which ends at the Petersburg Lake cabin. These trails provide access to the city and its rainforest environment. Small boats are the primary means of transportation to and from Kupreanof. Boat travel to Petersburg provides connection to that city's transportation services, including jet flights and the state ferry. Float planes can land at the government dock, but it is not a designated seaplane dock. There are no harbor facilities. "
0242380,Kwethluk,t,f,f,t,f,f,f,"Kwethluk is dependent on air transportation for year-round movement of freight and passengers. A state-owned gravel airstrip and seaplane base are available. Barge services deliver cargo during the summer. There are no docking facilities. Snow machines, ATVs, and skiffs are used for local travel, and the river becomes an ice road during winter. Winter trails are marked to Eek (45 mi), Three Step Mountain (55 mi), and Columbia Creek (49 mi)."
0242490,Kwigillingok,t,f,f,t,f,t,f,"Kwigillingok has no roads. In summer, residents use skiffs and other boats for travel to Bethel and other nearby villages. Snowmobiles and all-terrain vehicles provide transportation during winter. Winter trails are marked to Kipnuk (38 miles) and Kongiganak (11.1 miles). There are no docking facilities in the village, but there is a state-owned, public-use seaplane base (the Kwigillingok Seaplane Base) located in the Kwigillingok River. No services of any type are provided at the base, but there is a beaching area on the river bank adjacent to the Village. There is a state-owned public-use airport (Kwigillingok Airport) with a gravel airstrip. Improvements are currently underway for this airport to create a gravel runway, taxiway, apron, airport lighting system, and two single bay snow removal equipment buildings."
0242805,Lake Louise,t,f,f,f,t,f,t,A state-owned gravel airstrip and floatplane site is located at the south end of Lake Louise. There are two additional private strips. Lake Louise Road is accessible from the Glenn Highway.
0242820,Lake Minchumina,f,f,f,f,f,f,f,A state-owned gravel airstrip is available. The lake may be accessed by boat in the summer. There is no road connection.
0243040,Larsen Bay,t,t,f,t,f,t,f,"Larsen Bay is accessible by water or air only. No roads connect the community with any other on Kodiak Island. Docking facilities are available. In 2002, a small boat harbor was completed. A cargo barge arrives every six weeks from Seattle. The State of Alaska operates a gravel airstrip and a seaplane base. Regular and charter flights are available from Kodiak to Larsen Bay."
0243260,Lazy Mountain,f,f,f,f,t,f,t,"Community roads connect to the Glenn and George Parks Highways, and air transportation is available in Anchorage and Palmer."
0243810,Levelock,t,t,f,t,f,f,f,"Levelock is accessible by air and water. In the winter, trails to surrounding villages are used. The state owns a lighted, gravel runway in Levelock. Scheduled and charter flights are available. Bulk goods are delivered by barge. A 110' dock and beach unloading area are available."
0244030,Lime Village,t,f,f,f,f,f,f,"Located on the Stony River, Lime Village is dependent on small riverboats and airplanes for transportation. Due to shallow water, barges cannot supply the community. When the river freezes, residents use dog teams and snow machines for ground travel. There is a gravel runway just north of the village that is owned and maintained by the state."
0244580,Livengood,t,f,f,f,t,f,t,Livengood is located off of the Elliot Highway about 80 miles north of Fairbanks. Livengood has a state-maintained public airport with a gravel runway in good condition.
0245020,Loring,t,f,f,f,f,t,f,
0245295,Lowell Point,f,f,f,f,t,t,t,"Lowell Point is connected to the Alaska highway system via the Seward Highway. Seward has the closest airport. The Port of Seward serves cruise ships, the state ferry, cargo barges, and ocean freighters from Seattle and overseas. Its small boat harbor has moorage and two boat launch ramps. It is the terminus and the gateway of the Alaska Railroad and a major transfer point for ocean-destined cargo."
0245460,Lower Kalskag,f,t,f,t,f,f,f,"A state-maintained 4.2-mile gravel road connects Lower and Upper Kalskag. Commercial barge lines deliver fuel and other bulk supplies in the summer. Passengers and other freight arrive by air year-round, through scheduled daily air services. The state-owned gravel airstrip is shared by Upper Kalskag and Lower Kalskag. Winter trails exist to Russian Mission (40 mi) and Aniak (26 mi)."
0245700,Lutak,f,f,f,f,t,t,t,"The transportation facilities of Haines are nearby, including a deep water port and dock, airport, state ferry, and road connection."
0246780,Manley Hot Springs,t,f,f,t,t,f,t,"The Elliott Highway is the only road leading to Manley Hot Springs. Goods and fuel are typically delivered by truck. The highway runs through Manley to the Tanana River Landing, three miles southwest. The Tanana River Landing is used to launch boats for fishing or transportation. Barge services are occasionally provided during summer months, but there is no docking facility due to erosion. The state-owned gravel runway is in service year-round."
0246890,Manokotak,t,f,f,f,f,f,f,"The City of Manokotak is accessible by both air and water. A state-owned, lighted, gravel airstrip is located one mile north of the village, and a designated seaplane base is also present. Both regularly scheduled and charter flights are available from Dillingham. There are no docking facilities on the Igushik River, and supplies that are lightered each summer must be pulled up to the mud beach. Traveling by boat on the Igushik River can be difficult as the river is made up of meandering loops, which means that many miles must be traveled by water to cover a short distance in air miles. Residents use ATVs, snowmobiles, and some vehicles for transportation. During the winter months, snowmobiles are used to travel on the Manokotak Trail to Dillingham to retrieve fuel."
0247000,Marshall,t,t,f,t,f,f,f,"Marshall is accessible for the most part by both air and water; there are no roads which connect it to other communities. The City has a state-owned gravel airstrip. In a survey conducted by the AFSC in 2011, community leaders reported that a seaplane base is also present. Local residents have boats, but in the winter months they are reliant upon dog teams and snow machines. The City receives barge services."
0245790,McCarthy,t,f,f,f,f,f,f,"McCarthy is accessible from the Richardson via Edgerton Highways. The 58-mile McCarthy Road starts in Chitina and continues into the Wrangell-St. Elias Park. A footbridge is used to cross the Kennicott River. There are two gravel airstrips in the vicinity, one is owned privately and the other is state owned. DOT performs irregular winter maintenance of the McCarthy airport."
0246010,McGrath,t,f,f,t,f,f,f,"McGrath is not connected to Alaska's road system, but local roads are used by ATVs and trucks. Winter trails are marked to Nikolai (50 mi) and Takotna (20 mi). Residents rely on air service and barges to deliver cargo. Air facilities include a state-owned asphalt runway with a crosswind landing strip. The Kuskokwim River is the seaplane base. A boat launch ramp site is available. The river is used for travel when it's frozen during the winter months."
0247735,Meadow Lakes,f,f,f,f,t,f,t,"The area is connected to the statewide highway system via the George Parks Highway. Nearby Palmer, Wasilla, and Anchorage offer air services. A turf runway can be used in the summer time only."
0247990,Mekoryuk,t,t,f,t,f,t,f,"Mekoryuk relies heavily on air transportation for passenger, mail, and cargo service. A state-owned gravel runway allows year-round access. A breakwater protects the shoreline from the Bering Sea waves. Barges deliver goods from Bethel once or twice each summer. Boats, snow machines, and ATVs are used for travel within the community."
0248200,Mendeltna,f,f,f,f,t,f,t,The community lies on the Glenn Highway and accesses the statewide road system. There are several air strips in the area that provide air taxi services.
0248540,Mentasta Lake,f,f,f,f,t,f,t,Mentasta Lake is connected to the Tok Cutoff to the Glenn Highway by a six-mile spur road. There is a small airstrip at Mentasta Lodge.
0248590,Mertarvik,f,f,f,t,f,t,f,Mertarvik is the new site for the village of Newtok. A road connects to an emergency evacuation center.
0248870,Metlakatla,t,t,t,t,f,t,t,"Metlakatla is accessible by air and water. The Annette Island Airport, located approximately six miles south of town, is owned and operated by the Community. The airport has two asphalt runways. Two seaplane bases are also available, with scheduled float plane service from Ketchikan. The state ferry serves Metlakatla from Ketchikan between spring and fall. In addition to the state ferry terminal, port facilities in Metlakatla include an oil company pier, a city pier, a packing company wharf, a barge terminal, a barge ramp, two marine way rail haul-outs, and public and privately owned small-craft facilities, including two small boat harbors."
0249530,Minto,t,t,f,f,t,f,t,"Minto is located off of the Elliot Highway, about 126 miles northwest of Fairbanks. Minto has a state-maintained public airport with a gravel runway in good condition. The Tolovana River provides boat access to the Tanana and Nenana Rivers. The area is too shallow for barge service. Trucks, cars, snow machines, ATVs, and riverboats are used for transportation, recreation, and subsistence purposes. Minto receives funds from the Essential Air Services program that subsidizes the cost of commercial flights."
0250080,Moose Creek,f,f,f,f,t,f,t,"The area has access to the transportation services of Fairbanks, as well as connection to the statewide highway system."
0250190,Moose Pass,f,f,f,f,t,f,t,"The Seward Highway connects to Alaska's road system. Nearby Seward offers an airport, railroad, harbor/dock facilities, and state ferry access. Seaplanes land at Summit Lake."
0250800,Mosquito Lake,f,f,f,f,t,f,t,"Nearby Haines offers a deep water port and dock, state ferry access, and an airport. The area is accessible by highway to Canada and the remainder of the state."
0251180,Mountain Village,t,t,f,t,f,f,f,"A summer road links Mountain Village to Pitka's Point, Andreafsky, and St. Mary's. The community is accessible by riverboat or barge. A state-owned 3,500' long by 75' wide gravel airstrip is available, and floatplanes land on the Yukon River. In the winter, passengers, cargo, and mail are flown in by plane. Snow machines and skiffs are used for local transportation."
0251455,Mud Bay,f,f,f,f,t,t,t,"The transportation facilities of Haines are nearby, including a deep-water port and dock, airport, state ferry, and road connection."
0251960,Nabesna,t,f,f,f,t,f,t,
0252060,Naknek,t,t,f,t,f,t,f,"Naknek is accessible by air and sea and connects to King Salmon via a 15.5-mile road. The Tibbetts Airport has a lighted, gravel runway. The state-owned Naknek Airport is located one mile north of Naknek. It has two gravel runways and a float plane landing area. Jet services are available at King Salmon. The borough operates the cargo dock at Naknek, which is the port of Bristol Bay. It has 800' of berthing space, a concrete surface, and a couple of cranes. No commercial docking facilities are available at the canneries. Pickup trucks and cars are common, and taxis are available."
0252210,Nanwalek,t,f,f,f,f,t,f,"Nanwalek is not accessible by road. Boats are the primary means of transportation locally. A state-owned wide gravel airstrip is available for air taxis and general aviation. No scheduled commercial flights serve Nanwalek. The nearest commercial airport is in Homer, 35 miles away by water. The state ferry provides service from nearby Seldovia to Kodiak, Homer, Whittier, and Chenega Bay, as well as ports in Southeast Alaska, British Columbia, and Washington State."
0252390,Napakiak,t,f,f,t,f,f,f,"Napakiak has a State-owned lighted gravel runway that is centrally located. The first airstrip was completed in 1973, enabling year-round access. There are also seaplane landing areas on the Kuskokwim River and Johnson Slough that provide air transportation for passengers, mail, and cargo. A hovercraft is used year-round to bring cargo and mail to the community. There are currently no docking facilities at the landing. The Kuskokwim River provides water transportation in the summer months (June-October) and an ice road in the winter months. For safety the ice road is marked with trail markers. In addition to the ice road there is a winter trail marking the way to Bethel, 9 miles overland. Many residents have fishing boats, and skiffs are used in the summer for subsistence fishing and travel to Bethel and other nearby villages. Snow machines and ATVs are used in winter. Barges deliver goods from Bethel during the summer months."
0252720,Napaskiak,t,f,f,t,f,f,f,"A state-owned gravel airstrip and seaplane landing area west of the village provide charter and general aviation access year-round. Many residents have fishing boats, and skiffs are used in the summer for subsistence fishing and travel to Bethel and other nearby villages. Snow machines and ATVs are used in winter. Barges deliver goods during the summer months. In winter months the river is used as an ice road for travel to surrounding villages. A winter trail is marked to along the River to Bethel."
0252845,Naukati Bay,f,t,f,f,f,t,f,"A recently constructed harbor includes a small boat launch ramp, floatplane dock, and moorage for small craft in fingered slips. There is 250 feet of moorage space for larger commercial vessels. The community is connected to the Prince of Wales Island road system, which includes both logging and paved roads. A paved highway from Coffman cove extends to 11 miles from Naukati Bay. From there a US forest Service gravel road, is under reconstruction in preparation for paving. "
0252915,Nelchina,f,f,f,f,t,f,t,The community lies on the Glenn Highway and accesses the statewide road system. There are several air strips in the area. Snow machining is a prevalent local means of transportation.
0252940,Nelson Lagoon,t,t,f,t,f,t,f,"Nelson Lagoon is accessible only by air and sea. A state-owned gravel runway serves regularly-scheduled flights. It has a dock, boat ramp, harbormaster's office, and warehouse. Some freight is landed at the Peter Pan Seafoods dock, 30 miles away at Port Moller."
0253050,Nenana,t,t,f,t,t,f,t,"Nenana is located in Interior Alaska, 55 road miles southwest of Fairbanks on the George Parks Highway. Nenana is located at mile 412 of the Alaska Railroad, on the south bank of the Tanana River, just east of the mouth of the Nenana River. It lies 304 road miles northeast of Anchorage. Nenana has air, river, road, and railroad access. It lies on the George Parks Highway, the road between Wasilla and Fairbanks. The railroad provides daily freight service. The Nenana Municipal Airport offers a lighted, asphalt runway and a gravel runway that doubles as a winter ski strip. There is also a float pond with parking basins. The Nenana Port Authority operates the dry cargo loading and unloading facilities, dock, bulkhead, and warehouse. The Tanana River is shallow, with a maximum draft for loaded river barges of 4.5 feet. There is a public boat launch with a recreational area to provide access to the Nenana and Tanana rivers. Daily buses to Fairbanks and Anchorage are available year-round."
0253710,New Stuyahok,t,f,f,t,f,f,f,"Air transport is the most frequent mode of transportation used to reach the New Stuyahok. The state owns a lighted, gravel airstrip in New Stuyahok. Regular and charter flights are available from Dillingham and Anchorage. Barges are used to lighter goods to New Stuyahok on a regular basis during the summer. Skiffs, ATVs, and snowmobiles are the prevalent forms of local transportation."
0253270,Newhalen,t,f,f,t,f,f,f,"Due to a lack of infrastructure in the Newhalen region, travel between communities is usually by small plane, and seasonally by boat, four-wheeler, or snowmobile. Individuals also use personal vehicles, ATVs, and skiffs. Barges deliver bulk goods to the Newhalen area via the Kvichak River, which are lightered to shore. A state-owned runway is located approximately three miles north of Newhalen, between Newhalen and Iliamna. A paved road connects these communities and the airport. During the winter, a road is passable between Newhalen and Nondalton, 22 miles to the north, although the road is only paved half way. An unimproved trail, the Iliamna-Pile Bay Trail, runs along the northern shore of Iliamna Lake, connecting Newhalen with the communities of Pedro Bay and Pile Bay Village to the east. Pile Bay Village is also connected to the Cook Inlet by road."
0253820,Newtok,t,f,f,t,f,f,f,"Newtok is not connected to the rest of Alaska by road, and is primarily accessible by air or water. A state-owned gravel airstrip provides air access. A seaplane base is also available. Boats, skiffs, and snowmobiles are used for local transportation and subsistence activities. Winter snowmobile trails are marked to nearby villages of Chevak, Tununak, Toksook Bay, Nightmute, and Manaryarapiaq. Barges deliver cargo to Newtok during ice-free summer months."
0253930,Nightmute,t,f,f,t,f,f,f,"Nightmute is not connected to the rest of Alaska by road, and is primarily accessible by air or water. A state-owned gravel airstrip provides air access. A seaplane base is also available. Fishing boats, skiffs, snowmobiles, and ATVs are used for local transportation and subsistence activities. Winter trails are marked to nearby village of Toksook Bay. Nightmute does not have docking facilities. Cargo and supplies are lightered up the Toksook River during summer months."
0254050,Nikiski,t,f,f,f,t,t,t,The Sterling Highway provides access to Anchorage. Nearby Kenai offers an airport and docking facilities. The Port Nikiski docks service offshore drilling platforms. There are two private airstrips in the vicinity.
0254085,Nikolaevsk,f,f,f,f,t,f,t,"The nearby Sterling Highway provides access to Anchorage. Homer offers an airport, harbor/docking facilities, and a state ferry landing."
0254150,Nikolai,t,t,f,t,f,f,f,"Access to Nikolai is by air or water. A state-owned gravel airstrip is available. Barges used to supply fuel and heavy equipment but the river is now too low and everything is flown in by air. Boats, ATVs, and snow machines are used for recreation and subsistence activities. Local road traffic includes ATVSs, trucks, and heavy equipment owned by city, state, and federal entities. A winter trail is marked to McGrath (50 mi). Nikolai is a checkpoint for the Iditarod Trail Sled Dog Race held in March and the Iron Dog snow machine race in February."
0254260,Nikolski,t,f,f,f,f,t,f,"Nikolski has a unlighted gravel runway that provides passenger, mail, and cargo service. The airstrip used to be owned by the U.S. Air Force. It has no landing or port facilities for ships. Barges deliver cargo once or twice a year. Goods and passengers are lightered three miles to the beach."
0254480,Ninilchik,t,t,f,f,t,t,t,"The community lies on the Sterling Highway. A state-owned dirt/gravel airstrip is located on Oilwell Road. Homer or Kenai have airports, and harbor/docking facilities are in Homer, which has state ferry access. Ninilchik harbor was constructed in the early 1970s. Mainly charter and recreational boats are launched from Ninilchik or Deep Creek beach; a tractor launch is also available."
0254700,Noatak,t,f,f,f,f,f,f,"Noatak is primarily accessed by air. The state-owned lighted gravel runway is available. Six regional air services provide cargo, mail, and passenger services. There are currently no barge services to Noatak. Small boats, ATVs, and snow machines are used for local transportation. Historic trails along the Noatak River are still used for inter-village travel and subsistence activities."
0254920,Nome,t,t,f,t,f,t,f,"Nome is a regional center of transportation for surrounding villages. The Port of Nome plays an essential role in regional transportation infrastructure. Nome is primarily accessible by air, although containerized household goods, building materials, vehicles, heavy equipment, and all petroleum products arrive by water during summer months. There are 10-12 cargo barges and 8-10 fuel barges/tankers that make scheduled deliveries each season. An additional trans-loading facility in the Inner Harbor was built in 2013 to address congestion at the existing barge ramp and allow more efficient transfers of cargo and rolling stock. The Small Boat Harbor plays host to about 25 commercial fishing vessels and a large offshore mining fleet which at times exceeds capacity. Alaska DOT's Snake River Bridge Replacement Project was completed in 2013 and will facilitate the increased traffic to and from the Port. Two state-owned airports are located in the community. The Nome Airport, located one mile northwest of the City, has two paved runways. Nome City Field, less than one mile north of the City, offers an additional gravel strip. Scheduled jet flights are available, as well as charter and helicopter services. Regional travel is facilitated by a network of 230 miles of gravel roads between Nome and the communities of Teller, Solomon, and Council. A network of winter trails links with outlying communities during winter months."
0255030,Nondalton,t,f,f,f,f,f,f,"The community of Nondalton is primarily accessible by air and water. During the winter, a road is passable between Nondalton and Newhalen, 22 miles to the south on the shore of Iliamna Lake. The road is only paved half way. Air taxi, skiff, snow machine and four-wheelers are the main modes of transport for residents and visitors. A state-owned gravel runway is present in Nondalton. There are no docking facilities in Nondalton. Bulk goods are received in Iliamna then taken by a cat-trail to Fish Camp, located across from Nondalton on the east side of the Six Mile Lake. From there, they are ferried by skiff or barge to the west side of the lake."
0255140,Noorvik,t,t,f,t,f,f,f,"Noorvik is accessible by plane and by shallow-draft vessels, with no roads connection to other communities. The state-owned Robert (Bob) Curtis Memorial Airport has a lighted gravel runway. Several regional air taxis provide service to Kotzebue and surrounding cities. Crowley Marine Services barges fuel and supplies during the summer. Boats, ATVs, and snow machines are common means of transportation locally. Construction of two new roads, one from the old airport that will connect to the new Airport road, and the other connecting to the school, is scheduled for the summer of 2014. During the spring break up, some roads have been impacted by flooding or erosion."
0255745,North Lakes,f,f,f,f,t,f,t,
0255910,North Pole,f,f,f,f,t,f,t,"The Alaska Railroad runs through the city center, which also lies on the Interior road system. There are four privately-owned airstrips in North Pole. The Fairbanks International Airport is also nearby."
0256220,Northway,t,f,f,f,t,f,t,"Northway is connected to the Alaska Highway by an unpaved road. Scheduled buses are available, and trucking services deliver freight to the community. There is a state-owned asphalt-gravel runway, with an FAA station and U.S. Customs office. Regular flights are available to Fairbanks, and there are charter services available as well."
0256320,Nuiqsut,t,f,f,t,f,f,f,"Air travel provides the only year-round access. The gravel airstrip is owned and operated by the North Slope Borough. Barrow is a primary air hub for surrounding villages. Mail is shipped to Nuiqsut along the Dalton Highway and then flown from Deadhorse. Coastal access for barged fuel and supply deliveries is possible during the ice-free season, which takes place for only a few weeks during the middle of summer. A 60-mile ice road reaches Nuiqsut approximately 5-7 months per year from Deadhorse and Prudhoe Bay, which are connected to the Alaska road system via the Dalton Highway. Additional trails connect Nuiqsut to Anaktuvak Pass (140 miles) and Atqasuk (150 miles). Snowmobiles and ATVs are commonly used for local transportation. Proposed development of the Colville River Road would provide year-round access to eastern portions of the National Petroleum Reserve Area, and would include a spur road to Nuiqsut."
0256350,Nulato,t,f,f,t,f,f,f,"The state-owned airstrip provides year-round access. The river is the primary mode of local transportation -- barges deliver cargo during summer months, and it becomes an ice road during winter for vehicles and snow machines. Numerous trails are used for trapping and woodcutting. Cars, trucks, snow machines, ATVs, and skiffs are used by residents."
0256600,Nunam Iqua,t,t,f,t,f,t,f,"Nunam Iqua has easy access by boat and barge. It has a state-owned and operated gravel airstrip. Float planes can land at Kwemeluk Pass. In the winter, snow machines serve as the primary mode of inter-village transportation."
0256680,Nunapitchuk,t,t,f,t,f,f,f,"A state-owned gravel airstrip provides chartered or private air access year-round. A dock, small boat harbor, and seaplane landing area are available on the Johnson River. Snow machines, ATVs, and dog sleds are used in winter months. Winter trails exist to Atmautluak (7 mi) and Akula Heights (2.5 mi)."
0257340,Old Harbor,t,t,t,t,f,t,t,"Old Harbor is accessible only by air and water. A state-owned gravel runway and a seaplane base serve air traffic. Regular and charter flights are available from Kodiak. There is a harbor with docking facilities for 55 boats. Seattle-based and local barge services are available. The Alaska state ferry has weekly service during the summer months. In 2014 there was a project underway to expand the runway from 2,000 to 4,700 feet. "
0258330,Oscarville,f,f,f,t,f,f,f,"Oscarville relies on Napaskiak for passenger, mail, and cargo services. Residents use skiffs to pick up mail in Napaskiak or to shop in Bethel. Barge services deliver goods once a year. The river is an important means of transportation in summer and as an ice road in the winter. During breakup and freezeup, the community can be periodically isolated."
0258550,Ouzinkie,t,t,t,t,f,t,t,"The village is accessible by air and water. There is a state-owned gravel airstrip and a float plane landing area at Ouzinkie Harbor. Facilities include a breakwater, small boat harbor, and dock. Barges provide cargo delivery from Seattle and Kodiak."
0258660,Palmer,t,f,f,f,t,f,t,"Palmer lies on the Glenn Highway. Commercial airlines serve the Ted Stevens Anchorage International Airport. The Palmer Municipal Airport supports private and chartered services, as well as freight service aircraft and the State Division of Forestry's fire bomber operations. There are several privately-owned airstrips in the vicinity. Float planes may land at nearby Finger Lake or Wolf Lake. The Alaska Railroad connects Palmer to Whittier, Seward, and Anchorage for ocean freight delivery."
0259320,Paxson,f,f,f,f,t,f,t,"Paxson Lodge owns and maintains a gravel airstrip, and float planes can land at Summit Lake. Paxson is 175 miles south of Fairbanks. The Richardson Highway provides access to Anchorage or Fairbanks. The Denali Highway provides summer access to Cantwell and the Denali Park."
0259540,Pedro Bay,t,t,f,t,f,f,f,"Pedro Bay is accessible by air and water. There is a state-owned gravel airstrip. Barge service is available from Naknek via the Kvichak River. Goods are also sent by barge from Homer to Iliamna Bay on the Cook Inlet side and portaged over a 14-mile road to Pile Bay, a village 10 miles to the east of Pedro Bay. An unimproved trail, the Iliamna-Pile Bay Trail, runs along the northern shore of Iliamna Lake, connecting Pile Bay to Pedro Bay and the communities of Iliamna and Newhalen to the west. The existing road between Cook Inlet and Pile Bay is used for the transport of fishing vessels from winter retrofitting in Homer to summer fishing grounds in Bristol Bay and back. It is also often the only route by which heavy equipment can reach the Iliamna area. The road has not been adequately maintained. It is narrow in places and several bridges need to be replaced. Improvements to this transportation link were identified as a priority in the 2011 Lake and Peninsula Borough Coastal Management Plan."
0259650,Pelican,t,t,t,t,f,t,t,"Pelican is dependent on float planes and the Alaska Marine Highway System ferry for travel. Daily scheduled air taxi services are available from Juneau. Facilities include a small boat harbor with a seaplane dock and state ferry terminal. The ferry provides two monthly departures to Juneau during summer months and one monthly departure during winter. According to a survey conducted by the AFSC in 2011, water taxi service is also available to Pelican. Barge service is available only on an as-needed basis. During winter months, fog, high winds, and high seas can limit access to the community. No paved roads are present in Pelican, and a boardwalk serves as the town's main thoroughfare due to the lack of flat land."
