reporting_entity_id,operator_id,pce_id,year,month,residential_rate,residential_rate_subsidized,commercial_rate,industrial_rate,transportation_rate,community_rate,other_rate,total_rate,source
123,6,331490,2016,5,0.53,0.23,,,,,,,PCE
123,6,331490,2016,6,0.53,0.23,,,,,,,PCE
123,6,331490,2016,7,0.53,0.23,,,,,,,PCE
123,6,331490,2016,8,0.51,0.23,,,,,,,PCE
123,6,331490,2016,9,0.51,0.23,,,,,,,PCE
123,6,331490,2016,10,0.51,0.23,,,,,,,PCE
123,6,331490,2016,11,0.51,0.23,,,,,,,PCE
123,6,331490,2016,12,0.51,0.23,,,,,,,PCE
123,6,331490,2017,1,0.51,0.24,,,,,,,PCE
123,6,331490,2017,2,0.51,0.24,,,,,,,PCE
123,6,331490,2017,3,0.51,0.24,,,,,,,PCE
123,6,331490,2017,4,0.51,0.24,,,,,,,PCE
123,6,331490,2017,5,0.51,0.24,,,,,,,PCE
123,6,331490,2017,6,0.51,0.24,,,,,,,PCE
123,6,331490,2017,7,0.51,0.25,,,,,,,PCE
123,6,331490,2017,8,0.51,0.25,,,,,,,PCE
123,6,331490,2017,9,0.51,0.25,,,,,,,PCE
123,6,331490,2017,10,0.51,0.25,,,,,,,PCE
123,6,331490,2017,11,0.50,0.25,,,,,,,PCE
123,6,331490,2017,12,0.50,0.25,,,,,,,PCE
123,6,331490,2018,1,0.50,0.25,,,,,,,PCE
123,6,331490,2018,2,0.50,0.25,,,,,,,PCE
123,6,331490,2018,3,0.50,0.25,,,,,,,PCE
123,6,331490,2018,4,0.50,0.25,,,,,,,PCE
123,6,331490,2018,5,0.50,0.25,,,,,,,PCE
123,6,331490,2018,6,0.50,0.26,,,,,,,PCE
123,6,331490,2018,7,0.50,0.26,,,,,,,PCE
123,6,331490,2018,8,0.50,0.26,,,,,,,PCE
123,6,331490,2018,9,0.50,0.26,,,,,,,PCE
123,6,331490,2018,10,0.50,0.26,,,,,,,PCE
123,6,331490,2018,11,0.50,0.26,,,,,,,PCE
123,6,331490,2018,12,0.50,0.26,,,,,,,PCE
123,6,331490,2019,1,0.54,0.27,,,,,,,PCE
123,6,331490,2019,2,0.54,0.27,,,,,,,PCE
123,6,331490,2019,3,0.54,0.27,,,,,,,PCE
123,6,331490,2019,4,0.54,0.27,,,,,,,PCE
123,6,331490,2019,5,0.54,0.27,,,,,,,PCE
123,6,331490,2019,6,0.54,0.27,,,,,,,PCE
123,6,331490,2019,7,0.54,0.26,,,,,,,PCE
123,6,331490,2019,8,0.54,0.26,,,,,,,PCE
123,6,331490,2019,9,0.54,0.26,,,,,,,PCE
123,6,331490,2019,10,0.54,0.26,,,,,,,PCE
123,6,331490,2019,11,0.54,0.26,,,,,,,PCE
123,6,331490,2019,12,0.54,0.26,,,,,,,PCE
123,6,331490,2020,1,0.55,0.26,,,,,,,PCE
123,6,331490,2020,2,0.55,0.26,,,,,,,PCE
123,6,331490,2020,3,0.57,0.27,,,,,,,PCE
124,65,332330,2001,7,,,,,,,,,PCE
124,65,332330,2001,8,,,,,,,,,PCE
124,65,332330,2001,9,,,,,,,,,PCE
124,65,332330,2001,10,,,,,,,,,PCE
124,65,332330,2001,11,,,,,,,,,PCE
124,65,332330,2001,12,,,,,,,,,PCE
124,65,332330,2002,1,,,,,,,,,PCE
124,65,332330,2002,2,,,,,,,,,PCE
124,65,332330,2002,3,,,,,,,,,PCE
124,65,332330,2002,4,,,,,,,,,PCE
124,65,332330,2002,5,,,,,,,,,PCE
124,65,332330,2002,6,0.50,0.32,,,,,,,PCE
124,65,332330,2002,7,0.50,0.32,,,,,,,PCE
124,65,332330,2002,8,0.50,0.32,,,,,,,PCE
124,65,332330,2002,9,0.50,0.32,,,,,,,PCE
124,65,332330,2002,10,0.50,0.32,,,,,,,PCE
124,65,332330,2002,11,0.50,0.32,,,,,,,PCE
124,65,332330,2002,12,0.50,0.32,,,,,,,PCE
124,65,332330,2003,1,0.50,0.32,,,,,,,PCE
124,65,332330,2003,2,0.50,0.32,,,,,,,PCE
124,65,332330,2003,3,0.50,0.32,,,,,,,PCE
124,65,332330,2003,4,0.50,0.32,,,,,,,PCE
124,65,332330,2003,5,0.50,0.32,,,,,,,PCE
124,65,332330,2003,6,0.50,0.31,,,,,,,PCE
124,65,332330,2003,7,0.50,0.29,,,,,,,PCE
124,65,332330,2003,8,0.50,0.29,,,,,,,PCE
124,65,332330,2003,9,0.50,0.29,,,,,,,PCE
124,65,332330,2003,10,0.50,0.29,,,,,,,PCE
124,65,332330,2003,11,0.50,0.29,,,,,,,PCE
124,65,332330,2003,12,0.50,0.29,,,,,,,PCE
124,65,332330,2004,1,0.50,0.29,,,,,,,PCE
124,65,332330,2004,2,0.50,0.29,,,,,,,PCE
124,65,332330,2004,3,0.50,0.29,,,,,,,PCE
124,65,332330,2004,4,0.50,0.31,,,,,,,PCE
124,65,332330,2004,5,0.50,0.31,,,,,,,PCE
124,65,332330,2004,6,0.50,0.34,,,,,,,PCE
124,65,332330,2004,7,0.50,0.21,,,,,,,PCE
124,65,332330,2004,8,0.50,0.21,,,,,,,PCE
124,65,332330,2004,9,0.50,0.23,,,,,,,PCE
124,65,332330,2004,10,0.50,0.23,,,,,,,PCE
124,65,332330,2004,11,0.50,0.23,,,,,,,PCE
124,65,332330,2004,12,0.50,0.23,,,,,,,PCE
124,65,332330,2005,1,0.50,0.23,,,,,,,PCE
124,65,332330,2005,2,0.50,0.27,,,,,,,PCE
124,65,332330,2005,3,0.50,0.27,,,,,,,PCE
124,65,332330,2005,4,0.50,0.27,,,,,,,PCE
124,65,332330,2005,5,0.50,0.27,,,,,,,PCE
124,65,332330,2005,6,0.50,0.28,,,,,,,PCE
124,65,332330,2005,7,0.50,0.21,,,,,,,PCE
124,65,332330,2005,8,0.50,0.21,,,,,,,PCE
124,65,332330,2005,9,0.50,0.21,,,,,,,PCE
124,65,332330,2005,10,0.50,0.21,,,,,,,PCE
124,65,332330,2005,11,0.50,0.22,,,,,,,PCE
124,65,332330,2005,12,0.50,0.22,,,,,,,PCE
124,65,332330,2006,1,0.50,0.21,,,,,,,PCE
124,65,332330,2006,2,0.50,0.21,,,,,,,PCE
124,65,332330,2006,3,0.50,0.26,,,,,,,PCE
124,65,332330,2006,4,0.50,0.21,,,,,,,PCE
124,65,332330,2006,5,0.50,0.13,,,,,,,PCE
124,65,332330,2006,6,0.50,0.13,,,,,,,PCE
124,65,332330,2006,7,0.50,0.13,,,,,,,PCE
124,65,332330,2006,8,0.50,0.13,,,,,,,PCE
124,65,332330,2006,9,0.50,0.13,,,,,,,PCE
124,65,332330,2006,10,0.50,0.13,,,,,,,PCE
124,65,332330,2006,11,0.50,0.13,,,,,,,PCE
124,65,332330,2006,12,0.50,0.13,,,,,,,PCE
124,65,332330,2007,1,0.50,0.17,,,,,,,PCE
124,65,332330,2007,2,0.50,0.16,,,,,,,PCE
124,65,332330,2007,3,0.50,0.16,,,,,,,PCE
124,65,332330,2007,4,0.50,0.16,,,,,,,PCE
124,65,332330,2007,5,0.50,0.16,,,,,,,PCE
124,65,332330,2007,6,0.50,0.16,,,,,,,PCE
124,65,332330,2007,7,0.50,0.16,,,,,,,PCE
124,65,332330,2007,8,0.50,0.16,,,,,,,PCE
124,65,332330,2007,9,0.50,0.13,,,,,,,PCE
124,65,332330,2007,10,0.50,0.13,,,,,,,PCE
124,65,332330,2007,11,0.50,0.13,,,,,,,PCE
124,65,332330,2007,12,0.50,0.13,,,,,,,PCE
124,65,332330,2008,1,0.50,0.13,,,,,,,PCE
124,65,332330,2008,2,0.50,0.13,,,,,,,PCE
124,65,332330,2008,3,0.50,0.13,,,,,,,PCE
124,65,332330,2008,4,0.50,0.13,,,,,,,PCE
124,65,332330,2008,5,0.50,0.13,,,,,,,PCE
124,65,332330,2008,6,0.60,0.23,,,,,,,PCE
124,65,332330,2008,7,0.60,0.23,,,,,,,PCE
124,65,332330,2008,8,0.60,0.23,,,,,,,PCE
124,65,332330,2008,9,0.85,0.48,,,,,,,PCE
124,65,332330,2008,10,0.85,0.48,,,,,,,PCE
124,65,332330,2008,11,0.85,0.48,,,,,,,PCE
124,65,332330,2008,12,0.85,0.48,,,,,,,PCE
124,65,332330,2009,1,0.80,0.43,,,,,,,PCE
124,65,332330,2009,2,0.80,0.43,,,,,,,PCE
124,65,332330,2009,3,0.80,0.43,,,,,,,PCE
124,65,332330,2009,4,0.80,0.43,,,,,,,PCE
124,65,332330,2009,5,0.80,0.43,,,,,,,PCE
124,65,332330,2009,6,0.80,0.43,,,,,,,PCE
124,65,332330,2009,7,0.80,0.44,,,,,,,PCE
124,65,332330,2009,8,0.80,0.44,,,,,,,PCE
124,65,332330,2009,9,0.80,0.44,,,,,,,PCE
124,65,332330,2009,10,0.80,0.45,,,,,,,PCE
124,65,332330,2009,11,0.79,0.28,,,,,,,PCE
124,65,332330,2009,12,0.80,0.29,,,,,,,PCE
124,65,332330,2010,1,0.80,0.31,,,,,,,PCE
124,65,332330,2010,2,0.80,0.30,,,,,,,PCE
124,65,332330,2010,3,0.80,0.30,,,,,,,PCE
124,65,332330,2010,4,0.80,0.30,,,,,,,PCE
124,65,332330,2010,5,0.80,0.27,,,,,,,PCE
124,65,332330,2010,6,0.80,0.28,,,,,,,PCE
124,65,332330,2010,7,0.80,0.27,,,,,,,PCE
124,65,332330,2010,8,0.80,0.27,,,,,,,PCE
124,65,332330,2010,9,0.80,0.27,,,,,,,PCE
124,65,332330,2010,10,0.80,0.27,,,,,,,PCE
124,65,332330,2010,11,0.80,0.27,,,,,,,PCE
124,65,332330,2010,12,0.80,0.27,,,,,,,PCE
124,65,332330,2011,1,0.80,0.26,,,,,,,PCE
124,65,332330,2011,2,0.80,0.26,,,,,,,PCE
124,65,332330,2011,3,0.80,0.26,,,,,,,PCE
124,65,332330,2011,4,0.80,0.26,,,,,,,PCE
124,65,332330,2011,5,0.80,0.25,,,,,,,PCE
124,65,332330,2011,6,0.80,0.25,,,,,,,PCE
124,65,332330,2011,7,0.80,0.24,,,,,,,PCE
124,65,332330,2011,8,0.80,0.20,,,,,,,PCE
124,65,332330,2011,9,0.81,0.20,,,,,,,PCE
124,65,332330,2011,10,0.80,0.18,,,,,,,PCE
124,65,332330,2011,11,0.80,0.18,,,,,,,PCE
124,65,332330,2011,12,0.80,0.18,,,,,,,PCE
124,65,332330,2012,1,0.80,0.18,,,,,,,PCE
124,65,332330,2012,2,0.80,0.17,,,,,,,PCE
124,65,332330,2012,3,0.80,0.17,,,,,,,PCE
124,65,332330,2012,4,0.80,0.15,,,,,,,PCE
124,65,332330,2012,5,0.90,0.25,,,,,,,PCE
124,65,332330,2012,6,0.90,0.25,,,,,,,PCE
124,65,332330,2012,7,0.90,0.25,,,,,,,PCE
124,65,332330,2012,8,0.90,0.25,,,,,,,PCE
124,65,332330,2012,9,0.90,0.25,,,,,,,PCE
124,65,332330,2012,10,0.90,0.25,,,,,,,PCE
124,65,332330,2012,11,0.90,0.25,,,,,,,PCE
124,65,332330,2012,12,0.90,0.25,,,,,,,PCE
124,65,332330,2013,1,0.90,0.25,,,,,,,PCE
124,65,332330,2013,2,0.90,0.24,,,,,,,PCE
124,65,332330,2013,3,0.90,0.24,,,,,,,PCE
124,65,332330,2013,4,0.90,0.24,,,,,,,PCE
124,65,332330,2013,5,0.90,0.24,,,,,,,PCE
124,65,332330,2013,6,0.90,0.24,,,,,,,PCE
124,65,332330,2013,7,0.90,0.24,,,,,,,PCE
124,65,332330,2013,8,0.90,0.24,,,,,,,PCE
124,65,332330,2013,9,0.90,0.24,,,,,,,PCE
124,65,332330,2013,10,0.90,0.26,,,,,,,PCE
124,65,332330,2013,11,0.90,0.26,,,,,,,PCE
124,65,332330,2013,12,0.90,0.26,,,,,,,PCE
124,65,332330,2014,1,0.90,0.27,,,,,,,PCE
124,65,332330,2014,2,0.90,0.27,,,,,,,PCE
124,65,332330,2014,3,0.90,0.27,,,,,,,PCE
124,65,332330,2014,4,0.90,0.27,,,,,,,PCE
124,65,332330,2014,5,0.90,0.28,,,,,,,PCE
124,65,332330,2014,6,0.90,0.28,,,,,,,PCE
124,65,332330,2014,7,0.90,0.29,,,,,,,PCE
124,65,332330,2014,8,0.90,0.29,,,,,,,PCE
124,65,332330,2014,9,0.90,0.29,,,,,,,PCE
124,65,332330,2014,10,0.90,0.29,,,,,,,PCE
124,65,332330,2014,11,0.90,0.29,,,,,,,PCE
124,65,332330,2014,12,0.90,0.29,,,,,,,PCE
124,65,332330,2015,1,0.90,0.34,,,,,,,PCE
124,65,332330,2015,2,0.90,0.34,,,,,,,PCE
124,65,332330,2015,3,0.90,0.34,,,,,,,PCE
124,65,332330,2015,4,0.90,0.34,,,,,,,PCE
124,65,332330,2015,5,0.90,0.34,,,,,,,PCE
124,65,332330,2015,6,0.90,0.34,,,,,,,PCE
124,65,332330,2015,7,0.90,0.35,,,,,,,PCE
124,65,332330,2015,8,0.90,0.35,,,,,,,PCE
124,65,332330,2015,9,0.90,0.42,,,,,,,PCE
124,65,332330,2015,10,0.90,0.42,,,,,,,PCE
124,65,332330,2015,11,0.90,0.42,,,,,,,PCE
124,65,332330,2015,12,0.90,0.42,,,,,,,PCE
124,65,332330,2016,1,0.90,0.44,,,,,,,PCE
124,65,332330,2016,2,0.90,0.44,,,,,,,PCE
124,65,332330,2016,3,0.90,0.44,,,,,,,PCE
124,65,332330,2016,4,0.90,0.44,,,,,,,PCE
124,65,332330,2016,5,0.90,0.45,,,,,,,PCE
124,65,332330,2016,6,0.90,0.45,,,,,,,PCE
124,65,332330,2016,7,0.90,0.45,,,,,,,PCE
124,65,332330,2016,8,0.90,0.45,,,,,,,PCE
124,65,332330,2016,9,0.90,0.48,,,,,,,PCE
124,65,332330,2016,10,0.90,0.48,,,,,,,PCE
124,65,332330,2016,11,0.90,0.48,,,,,,,PCE
124,65,332330,2016,12,0.90,0.52,,,,,,,PCE
124,65,332330,2017,1,0.90,0.52,,,,,,,PCE
124,65,332330,2017,2,0.90,0.52,,,,,,,PCE
124,65,332330,2017,3,0.90,0.52,,,,,,,PCE
124,65,332330,2017,4,0.90,0.52,,,,,,,PCE
124,65,332330,2017,5,0.90,0.52,,,,,,,PCE
124,65,332330,2017,6,0.90,0.52,,,,,,,PCE
124,65,332330,2017,7,0.90,0.53,,,,,,,PCE
124,65,332330,2017,8,0.90,0.53,,,,,,,PCE
124,65,332330,2017,9,0.90,0.53,,,,,,,PCE
124,65,332330,2017,10,0.90,0.53,,,,,,,PCE
124,65,332330,2017,11,0.90,0.53,,,,,,,PCE
124,65,332330,2017,12,0.90,0.53,,,,,,,PCE
124,65,332330,2018,1,0.90,0.47,,,,,,,PCE
124,65,332330,2018,2,0.90,0.41,,,,,,,PCE
124,65,332330,2018,3,0.90,0.41,,,,,,,PCE
124,65,332330,2018,4,0.90,0.41,,,,,,,PCE
124,65,332330,2018,5,0.90,0.41,,,,,,,PCE
124,65,332330,2018,6,0.90,0.41,,,,,,,PCE
124,65,332330,2018,7,0.90,0.42,,,,,,,PCE
124,65,332330,2018,8,0.90,0.42,,,,,,,PCE
124,65,332330,2018,9,0.90,0.42,,,,,,,PCE
124,65,332330,2018,10,0.90,0.42,,,,,,,PCE
124,65,332330,2018,11,0.90,0.39,,,,,,,PCE
124,65,332330,2019,1,0.90,0.39,,,,,,,PCE
124,65,332330,2019,2,0.90,0.39,,,,,,,PCE
124,65,332330,2019,3,0.90,0.39,,,,,,,PCE
124,65,332330,2019,4,0.90,0.39,,,,,,,PCE
124,65,332330,2019,5,0.90,0.39,,,,,,,PCE
124,65,332330,2019,6,0.90,0.39,,,,,,,PCE
124,65,332330,2019,8,0.90,0.39,,,,,,,PCE
124,65,332330,2019,9,0.90,0.39,,,,,,,PCE
124,65,332330,2019,11,0.90,0.39,,,,,,,PCE
124,65,332330,2019,12,0.90,0.39,,,,,,,PCE
124,65,332330,2020,1,0.90,0.39,,,,,,,PCE
124,65,332330,2020,2,0.90,0.39,,,,,,,PCE
125,96,332740,2001,7,,,,,,,,,PCE
125,96,332740,2001,8,,,,,,,,,PCE
125,96,332740,2001,9,,,,,,,,,PCE
125,96,332740,2001,10,,,,,,,,,PCE
125,96,332740,2001,11,,,,,,,,,PCE
125,96,332740,2001,12,,,,,,,,,PCE
125,96,332740,2002,1,,,,,,,,,PCE
125,96,332740,2002,2,,,,,,,,,PCE
125,96,332740,2002,3,,,,,,,,,PCE
125,96,332740,2002,4,,,,,,,,,PCE
125,96,332740,2002,5,,,,,,,,,PCE
125,96,332740,2002,6,0.40,0.22,,,,,,,PCE
125,96,332740,2002,7,0.40,0.22,,,,,,,PCE
125,96,332740,2002,8,0.40,0.22,,,,,,,PCE
125,96,332740,2002,9,0.40,0.22,,,,,,,PCE
125,96,332740,2002,10,0.40,0.22,,,,,,,PCE
125,96,332740,2002,11,0.40,0.22,,,,,,,PCE
125,96,332740,2002,12,0.40,0.22,,,,,,,PCE
125,96,332740,2003,1,0.40,0.22,,,,,,,PCE
125,96,332740,2003,2,0.40,0.22,,,,,,,PCE
125,96,332740,2003,3,0.40,0.18,,,,,,,PCE
125,96,332740,2003,4,0.40,0.18,,,,,,,PCE
125,96,332740,2003,5,0.40,0.22,,,,,,,PCE
125,96,332740,2003,6,0.40,0.22,,,,,,,PCE
125,96,332740,2003,7,0.40,0.22,,,,,,,PCE
125,96,332740,2003,8,0.40,0.22,,,,,,,PCE
125,96,332740,2003,9,0.40,0.22,,,,,,,PCE
125,96,332740,2003,10,0.40,0.24,,,,,,,PCE
125,96,332740,2003,11,0.40,0.21,,,,,,,PCE
125,96,332740,2003,12,0.40,0.21,,,,,,,PCE
125,96,332740,2004,1,0.40,0.21,,,,,,,PCE
125,96,332740,2004,2,0.40,0.21,,,,,,,PCE
125,96,332740,2004,3,0.40,0.21,,,,,,,PCE
125,96,332740,2004,4,0.40,0.23,,,,,,,PCE
125,96,332740,2004,5,0.40,0.23,,,,,,,PCE
125,96,332740,2004,6,0.40,0.26,,,,,,,PCE
125,96,332740,2004,7,0.40,0.22,,,,,,,PCE
125,96,332740,2004,8,0.40,0.22,,,,,,,PCE
125,96,332740,2004,9,0.40,0.23,,,,,,,PCE
125,96,332740,2004,10,0.40,0.23,,,,,,,PCE
125,96,332740,2004,11,0.40,0.23,,,,,,,PCE
125,96,332740,2004,12,0.40,0.23,,,,,,,PCE
125,96,332740,2005,1,0.40,0.20,,,,,,,PCE
125,96,332740,2005,2,0.40,0.23,,,,,,,PCE
125,96,332740,2005,3,0.40,0.23,,,,,,,PCE
125,96,332740,2005,4,0.40,0.30,,,,,,,PCE
125,96,332740,2005,5,0.40,0.30,,,,,,,PCE
125,96,332740,2005,6,0.40,0.22,,,,,,,PCE
125,96,332740,2005,7,0.40,0.17,,,,,,,PCE
125,96,332740,2005,8,0.40,0.17,,,,,,,PCE
125,96,332740,2005,9,0.40,0.17,,,,,,,PCE
125,96,332740,2005,10,0.40,0.17,,,,,,,PCE
125,96,332740,2005,11,0.42,0.19,,,,,,,PCE
125,96,332740,2005,12,0.42,0.19,,,,,,,PCE
125,96,332740,2006,1,0.42,0.19,,,,,,,PCE
125,96,332740,2006,2,0.42,0.19,,,,,,,PCE
125,96,332740,2006,3,0.42,0.22,,,,,,,PCE
125,96,332740,2006,4,0.42,0.12,,,,,,,PCE
125,96,332740,2006,5,0.42,0.12,,,,,,,PCE
125,96,332740,2006,6,0.42,0.12,,,,,,,PCE
125,96,332740,2006,7,0.42,0.12,,,,,,,PCE
125,96,332740,2006,8,0.42,0.12,,,,,,,PCE
125,96,332740,2006,9,0.42,0.12,,,,,,,PCE
125,96,332740,2006,10,0.42,0.12,,,,,,,PCE
125,96,332740,2006,11,0.42,0.12,,,,,,,PCE
125,96,332740,2006,12,0.42,0.12,,,,,,,PCE
125,96,332740,2007,1,0.50,0.16,,,,,,,PCE
125,96,332740,2007,2,0.50,0.16,,,,,,,PCE
125,96,332740,2007,3,0.50,0.16,,,,,,,PCE
125,96,332740,2007,4,0.50,0.16,,,,,,,PCE
125,96,332740,2007,5,0.50,0.16,,,,,,,PCE
125,96,332740,2007,6,0.50,0.16,,,,,,,PCE
125,96,332740,2007,7,0.50,0.16,,,,,,,PCE
125,96,332740,2007,8,0.50,0.13,,,,,,,PCE
125,96,332740,2007,9,0.50,0.13,,,,,,,PCE
125,96,332740,2007,10,0.50,0.13,,,,,,,PCE
125,96,332740,2007,11,0.50,0.13,,,,,,,PCE
125,96,332740,2007,12,0.50,0.13,,,,,,,PCE
125,96,332740,2008,1,0.50,0.13,,,,,,,PCE
125,96,332740,2008,2,0.50,0.13,,,,,,,PCE
125,96,332740,2008,3,0.50,0.13,,,,,,,PCE
125,96,332740,2008,4,0.60,0.23,,,,,,,PCE
125,96,332740,2008,5,0.60,0.23,,,,,,,PCE
125,96,332740,2008,6,0.60,0.23,,,,,,,PCE
125,96,332740,2008,7,0.60,0.22,,,,,,,PCE
125,96,332740,2008,8,0.60,0.22,,,,,,,PCE
125,96,332740,2008,9,0.60,0.22,,,,,,,PCE
125,96,332740,2008,10,0.60,0.22,,,,,,,PCE
125,96,332740,2008,11,0.60,0.22,,,,,,,PCE
125,96,332740,2008,12,0.60,0.22,,,,,,,PCE
125,96,332740,2009,1,0.60,0.22,,,,,,,PCE
125,96,332740,2009,2,0.60,0.22,,,,,,,PCE
125,96,332740,2009,3,0.60,0.22,,,,,,,PCE
125,96,332740,2009,4,0.60,0.22,,,,,,,PCE
125,96,332740,2009,5,0.60,0.22,,,,,,,PCE
125,96,332740,2009,6,0.60,0.19,,,,,,,PCE
125,96,332740,2009,7,0.60,0.21,,,,,,,PCE
125,96,332740,2009,8,0.60,0.34,,,,,,,PCE
125,96,332740,2009,9,0.60,0.34,,,,,,,PCE
125,96,332740,2009,10,0.60,0.34,,,,,,,PCE
125,96,332740,2009,11,0.60,0.34,,,,,,,PCE
125,96,332740,2009,12,0.60,0.34,,,,,,,PCE
125,96,332740,2010,1,0.60,0.34,,,,,,,PCE
125,96,332740,2010,2,0.60,0.34,,,,,,,PCE
125,96,332740,2010,3,0.60,0.34,,,,,,,PCE
125,96,332740,2010,4,0.60,0.34,,,,,,,PCE
125,96,332740,2010,5,0.60,0.34,,,,,,,PCE
125,96,332740,2010,6,0.60,0.34,,,,,,,PCE
125,96,332740,2010,7,0.60,0.34,,,,,,,PCE
125,96,332740,2010,8,0.60,0.34,,,,,,,PCE
125,96,332740,2010,9,0.60,0.34,,,,,,,PCE
125,96,332740,2010,10,0.60,0.34,,,,,,,PCE
125,96,332740,2010,11,0.60,0.34,,,,,,,PCE
125,96,332740,2010,12,0.60,0.34,,,,,,,PCE
125,96,332740,2011,1,0.60,0.34,,,,,,,PCE
125,96,332740,2011,2,0.60,0.19,,,,,,,PCE
125,96,332740,2011,3,0.60,0.19,,,,,,,PCE
125,96,332740,2011,4,0.60,0.19,,,,,,,PCE
125,96,332740,2011,5,0.60,0.19,,,,,,,PCE
125,96,332740,2011,6,0.60,0.19,,,,,,,PCE
125,96,332740,2011,7,0.60,0.18,,,,,,,PCE
125,96,332740,2011,8,0.60,0.18,,,,,,,PCE
125,96,332740,2011,9,0.60,0.18,,,,,,,PCE
125,96,332740,2011,10,0.60,0.18,,,,,,,PCE
125,96,332740,2011,11,0.60,0.18,,,,,,,PCE
125,96,332740,2011,12,0.60,0.18,,,,,,,PCE
125,96,332740,2012,1,0.60,0.18,,,,,,,PCE
125,96,332740,2012,2,0.60,0.13,,,,,,,PCE
125,96,332740,2012,3,0.60,0.13,,,,,,,PCE
125,96,332740,2012,4,0.60,0.13,,,,,,,PCE
125,96,332740,2012,5,0.60,0.13,,,,,,,PCE
125,96,332740,2012,6,0.60,0.13,,,,,,,PCE
125,96,332740,2012,7,0.60,0.14,,,,,,,PCE
125,96,332740,2012,8,0.60,0.14,,,,,,,PCE
125,96,332740,2012,9,0.60,0.14,,,,,,,PCE
125,96,332740,2012,10,0.60,0.14,,,,,,,PCE
125,96,332740,2012,11,0.60,0.14,,,,,,,PCE
125,96,332740,2012,12,0.60,0.14,,,,,,,PCE
125,96,332740,2013,1,0.60,0.14,,,,,,,PCE
125,96,332740,2013,2,0.60,0.14,,,,,,,PCE
125,96,332740,2013,3,0.60,0.14,,,,,,,PCE
125,96,332740,2013,4,0.60,0.14,,,,,,,PCE
125,96,332740,2013,5,0.60,0.14,,,,,,,PCE
125,96,332740,2013,6,0.60,0.14,,,,,,,PCE
125,96,332740,2013,7,0.60,0.14,,,,,,,PCE
125,96,332740,2013,8,0.60,0.14,,,,,,,PCE
125,96,332740,2013,9,0.60,0.14,,,,,,,PCE
125,96,332740,2013,10,0.60,0.14,,,,,,,PCE
125,96,332740,2013,11,0.60,0.14,,,,,,,PCE
125,96,332740,2013,12,0.60,0.14,,,,,,,PCE
125,96,332740,2014,1,0.60,0.14,,,,,,,PCE
125,96,332740,2014,2,0.60,0.14,,,,,,,PCE
125,96,332740,2014,3,0.60,0.14,,,,,,,PCE
125,96,332740,2014,4,0.60,0.14,,,,,,,PCE
125,96,332740,2014,5,0.60,0.14,,,,,,,PCE
125,96,332740,2014,6,0.60,0.14,,,,,,,PCE
125,96,332740,2014,7,0.60,0.15,,,,,,,PCE
125,96,332740,2014,8,0.75,0.30,,,,,,,PCE
125,96,332740,2014,9,0.75,0.15,,,,,,,PCE
125,96,332740,2014,10,0.75,0.15,,,,,,,PCE
125,96,332740,2014,11,0.75,0.15,,,,,,,PCE
125,96,332740,2014,12,0.75,0.15,,,,,,,PCE
125,96,332740,2015,1,0.75,0.15,,,,,,,PCE
125,96,332740,2015,2,0.75,0.15,,,,,,,PCE
125,96,332740,2015,3,0.75,0.15,,,,,,,PCE
125,96,332740,2015,4,0.75,0.15,,,,,,,PCE
125,96,332740,2015,5,0.75,0.15,,,,,,,PCE
125,96,332740,2015,6,0.75,0.15,,,,,,,PCE
125,96,332740,2015,7,0.75,0.16,,,,,,,PCE
125,96,332740,2015,8,0.75,0.16,,,,,,,PCE
125,96,332740,2015,9,0.75,0.16,,,,,,,PCE
125,96,332740,2015,10,0.75,0.16,,,,,,,PCE
125,96,332740,2015,11,0.75,0.16,,,,,,,PCE
125,96,332740,2015,12,0.76,0.17,,,,,,,PCE
125,96,332740,2016,1,0.75,0.16,,,,,,,PCE
125,96,332740,2016,2,0.75,0.16,,,,,,,PCE
125,96,332740,2016,3,0.75,0.16,,,,,,,PCE
125,96,332740,2016,4,0.75,0.16,,,,,,,PCE
125,96,332740,2016,5,0.75,0.16,,,,,,,PCE
125,96,332740,2016,6,0.75,0.16,,,,,,,PCE
125,96,332740,2016,7,0.75,0.17,,,,,,,PCE
125,96,332740,2016,8,0.75,0.17,,,,,,,PCE
125,96,332740,2016,9,0.75,0.17,,,,,,,PCE
125,96,332740,2016,10,0.75,0.17,,,,,,,PCE
125,96,332740,2016,11,0.75,0.17,,,,,,,PCE
125,96,332740,2016,12,0.75,0.17,,,,,,,PCE
125,96,332740,2017,1,0.75,0.17,,,,,,,PCE
125,96,332740,2017,2,0.75,0.17,,,,,,,PCE
125,96,332740,2017,3,0.75,0.17,,,,,,,PCE
125,96,332740,2017,4,0.75,0.17,,,,,,,PCE
125,96,332740,2017,5,0.75,0.17,,,,,,,PCE
125,96,332740,2017,6,0.75,0.17,,,,,,,PCE
125,96,332740,2017,7,0.75,0.18,,,,,,,PCE
125,96,332740,2017,8,0.75,0.18,,,,,,,PCE
125,96,332740,2017,9,0.75,0.18,,,,,,,PCE
125,96,332740,2017,10,0.75,0.18,,,,,,,PCE
125,96,332740,2017,11,0.75,0.18,,,,,,,PCE
125,96,332740,2017,12,0.75,0.18,,,,,,,PCE
125,96,332740,2018,1,0.75,0.18,,,,,,,PCE
125,96,332740,2018,2,0.75,0.18,,,,,,,PCE
