fips_code,name,reporting_entity_name,residential_rate,commercial_rate,industrial_rate,year
0241500,Koliganek,New Koliganek Village Council,0.22,0.50,,2019
0241500,Koliganek,New Koliganek Village Council,0.23,0.50,,2020
0241500,Koliganek,New Koliganek Village Council,0.24,0.50,,2021
0241610,Kongiganak,Puvurnaq Power Company,0.25,0.57,,2011
0241610,Kongiganak,Puvurnaq Power Company,0.29,0.65,,2012
0241610,Kongiganak,Puvurnaq Power Company,0.30,0.65,,2013
0241610,Kongiganak,Puvurnaq Power Company,0.36,0.65,,2014
0241610,Kongiganak,Puvurnaq Power Company,0.38,0.65,,2015
0241610,Kongiganak,Puvurnaq Power Company,0.42,0.65,,2016
0241610,Kongiganak,Puvurnaq Power Company,0.43,0.65,,2017
0241610,Kongiganak,Puvurnaq Power Company,0.34,0.65,,2018
0241610,Kongiganak,Puvurnaq Power Company,0.33,0.65,,2019
0241610,Kongiganak,Puvurnaq Power Company,0.34,0.65,,2020
0241610,Kongiganak,Puvurnaq Power Company,0.37,0.66,,2021
0241720,Kotlik,Alaska Village Electric Cooperative,0.21,0.59,,2011
0241720,Kotlik,Alaska Village Electric Cooperative,0.22,0.65,,2012
0241720,Kotlik,Alaska Village Electric Cooperative,0.21,0.62,,2013
0241720,Kotlik,Alaska Village Electric Cooperative,0.21,0.63,,2014
0241720,Kotlik,Alaska Village Electric Cooperative,0.22,0.62,,2015
0241720,Kotlik,Alaska Village Electric Cooperative,0.22,0.48,,2016
0241720,Kotlik,Alaska Village Electric Cooperative,0.22,0.48,,2017
0241720,Kotlik,Alaska Village Electric Cooperative,0.24,0.53,,2018
0241720,Kotlik,Alaska Village Electric Cooperative,0.24,0.57,,2019
0241720,Kotlik,Alaska Village Electric Cooperative,0.26,0.56,,2020
0241720,Kotlik,Alaska Village Electric Cooperative,0.26,0.53,,2021
0241830,Kotzebue,Kotzebue Electric Association,0.16,0.42,,2011
0241830,Kotzebue,Kotzebue Electric Association,0.16,0.43,,2012
0241830,Kotzebue,Kotzebue Electric Association,0.17,0.42,,2013
0241830,Kotzebue,Kotzebue Electric Association,0.17,0.43,,2014
0241830,Kotzebue,Kotzebue Electric Association,0.18,0.41,,2015
0241830,Kotzebue,Kotzebue Electric Association,0.20,0.40,,2016
0241830,Kotzebue,Kotzebue Electric Association,0.20,0.38,,2017
0241830,Kotzebue,Kotzebue Electric Association,0.21,0.38,,2018
0241830,Kotzebue,Kotzebue Electric Association,0.22,0.39,,2019
0241830,Kotzebue,Kotzebue Electric Association,0.23,0.41,,2020
0241830,Kotzebue,Kotzebue Electric Association,0.23,0.36,,2021
0241940,Koyuk,Alaska Village Electric Cooperative,0.21,0.55,,2011
0241940,Koyuk,Alaska Village Electric Cooperative,0.21,0.60,,2012
0241940,Koyuk,Alaska Village Electric Cooperative,0.20,0.60,,2013
0241940,Koyuk,Alaska Village Electric Cooperative,0.20,0.62,,2014
0241940,Koyuk,Alaska Village Electric Cooperative,0.22,0.63,,2015
0241940,Koyuk,Alaska Village Electric Cooperative,0.22,0.53,,2016
0241940,Koyuk,Alaska Village Electric Cooperative,0.22,0.50,,2017
0241940,Koyuk,Alaska Village Electric Cooperative,0.23,0.51,,2018
0241940,Koyuk,Alaska Village Electric Cooperative,0.24,0.59,,2019
0241940,Koyuk,Alaska Village Electric Cooperative,0.26,0.57,,2020
0241940,Koyuk,Alaska Village Electric Cooperative,0.26,0.51,,2021
0242050,Koyukuk,City of Koyukuk,0.24,0.49,,2011
0242050,Koyukuk,City of Koyukuk,0.60,0.95,,2012
0242050,Koyukuk,City of Koyukuk,0.54,0.95,,2013
0242050,Koyukuk,City of Koyukuk,0.47,0.95,,2014
0242050,Koyukuk,City of Koyukuk,0.48,0.95,,2015
0242050,Koyukuk,City of Koyukuk,0.54,0.95,,2016
0242050,Koyukuk,City of Koyukuk,0.60,0.95,,2017
0242050,Koyukuk,City of Koyukuk,0.67,0.95,,2018
0242050,Koyukuk,City of Koyukuk,0.60,0.95,,2020
0242050,Koyukuk,City of Koyukuk,0.61,0.95,,2021
0242380,Kwethluk,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,0.25,0.52,,2011
0242380,Kwethluk,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,0.20,0.52,,2012
0242380,Kwethluk,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,0.20,0.52,,2013
0242380,Kwethluk,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,0.21,0.52,,2014
0242380,Kwethluk,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,0.22,0.52,,2015
0242380,Kwethluk,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,0.27,0.52,,2016
0242380,Kwethluk,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,0.31,0.52,,2017
0242380,Kwethluk,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,0.32,0.52,,2018
0242380,Kwethluk,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,0.26,0.52,,2019
0242380,Kwethluk,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,0.21,0.52,,2020
0242380,Kwethluk,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,0.30,0.52,,2021
0242490,Kwigillingok,Kwigillingok Power Company,0.24,0.60,,2011
0242490,Kwigillingok,Kwigillingok Power Company,0.18,0.61,,2012
0242490,Kwigillingok,Kwigillingok Power Company,0.20,0.61,,2013
0242490,Kwigillingok,Kwigillingok Power Company,0.20,0.61,,2014
0242490,Kwigillingok,Kwigillingok Power Company,0.30,0.66,,2015
0242490,Kwigillingok,Kwigillingok Power Company,0.39,0.67,,2016
0242490,Kwigillingok,Kwigillingok Power Company,0.37,0.67,,2017
0242490,Kwigillingok,Kwigillingok Power Company,0.30,0.67,,2018
0242490,Kwigillingok,Kwigillingok Power Company,0.34,0.78,,2019
0242490,Kwigillingok,Kwigillingok Power Company,0.31,0.67,,2020
0242490,Kwigillingok,Kwigillingok Power Company,0.32,0.67,,2021
0243040,Larsen Bay,Larsen Bay Utility Company,0.31,0.42,,2011
0243040,Larsen Bay,Larsen Bay Utility Company,0.38,0.44,,2012
0243040,Larsen Bay,Larsen Bay Utility Company,0.38,0.44,,2013
0243040,Larsen Bay,Larsen Bay Utility Company,0.38,0.44,,2014
0243040,Larsen Bay,Larsen Bay Utility Company,0.44,0.44,,2015
0243040,Larsen Bay,Larsen Bay Utility Company,0.40,0.41,,2016
0243040,Larsen Bay,Larsen Bay Utility Company,0.41,0.41,,2017
0243040,Larsen Bay,Larsen Bay Utility Company,0.41,0.41,,2018
0243040,Larsen Bay,Larsen Bay Utility Company,0.41,0.41,,2019
0243040,Larsen Bay,Larsen Bay Utility Company,0.41,0.41,,2020
0243260,Lazy Mountain,Matanuska Electric Assn Inc,0.15,0.13,,2011
0243260,Lazy Mountain,Matanuska Electric Assn Inc,0.15,0.13,,2012
0243260,Lazy Mountain,Matanuska Electric Assn Inc,0.15,0.13,,2013
0243260,Lazy Mountain,Matanuska Electric Assn Inc,0.17,0.14,,2014
0243260,Lazy Mountain,Matanuska Electric Assn Inc,0.20,0.17,,2015
0243260,Lazy Mountain,Matanuska Electric Assn Inc,0.20,0.17,,2016
0243260,Lazy Mountain,Matanuska Electric Assn Inc,0.21,0.18,,2017
0243260,Lazy Mountain,Matanuska Electric Assn Inc,0.21,0.18,,2018
0243260,Lazy Mountain,Matanuska Electric Assn Inc,0.22,0.19,,2019
0243260,Lazy Mountain,Matanuska Electric Assn Inc,0.22,0.19,,2020
0243260,Lazy Mountain,Matanuska Electric Assn Inc,0.21,0.19,,2021
0243810,Levelock,Levelock Electrical Coop,0.30,0.70,,2011
0243810,Levelock,Levelock Electrical Coop,0.20,0.70,,2012
0243810,Levelock,Levelock Electrical Coop,0.20,0.70,,2013
0243810,Levelock,Levelock Electrical Coop,0.22,0.70,,2014
0243810,Levelock,Levelock Electrical Coop,0.33,0.76,,2015
0243810,Levelock,Levelock Electrical Coop,0.43,0.85,,2016
0243810,Levelock,Levelock Electrical Coop,0.48,0.85,,2017
0243810,Levelock,Levelock Electrical Coop,0.48,0.85,,2018
0243810,Levelock,Levelock Electrical Coop,0.35,0.85,,2019
0243810,Levelock,Levelock Electrical Coop,0.37,0.85,,2020
0243810,Levelock,Levelock Electrical Coop,0.38,0.85,,2021
0244030,Lime Village,Lime Village Electric Utility,0.95,1.65,,2011
0244030,Lime Village,Lime Village Electric Utility,0.89,1.70,,2012
0244030,Lime Village,Lime Village Electric Utility,0.96,1.77,,2013
0244030,Lime Village,Lime Village Electric Utility,0.97,1.77,,2014
0244030,Lime Village,Lime Village Electric Utility,0.98,1.78,,2015
0244030,Lime Village,Lime Village Electric Utility,0.93,1.73,,2016
0244030,Lime Village,Lime Village Electric Utility,0.98,1.77,,2017
0244030,Lime Village,Lime Village Electric Utility,1.00,1.77,,2018
0244030,Lime Village,Lime Village Electric Utility,1.00,1.77,,2019
0244030,Lime Village,Lime Village Electric Utility,1.00,1.77,,2020
0244030,Lime Village,Lime Village Electric Utility,1.02,1.77,,2021
0244580,Livengood,Golden Valley Elec Assn Inc,0.22,0.21,0.17,2011
0244580,Livengood,Golden Valley Elec Assn Inc,0.24,0.23,0.19,2012
0244580,Livengood,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2013
0244580,Livengood,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2014
0244580,Livengood,Golden Valley Elec Assn Inc,0.21,0.19,0.15,2015
0244580,Livengood,Golden Valley Elec Assn Inc,0.23,0.21,0.16,2016
0244580,Livengood,Golden Valley Elec Assn Inc,0.24,0.22,0.17,2017
0244580,Livengood,Golden Valley Elec Assn Inc,0.25,0.24,0.18,2018
0244580,Livengood,Golden Valley Elec Assn Inc,0.26,0.25,0.18,2019
0244580,Livengood,Golden Valley Elec Assn Inc,0.25,0.24,0.17,2020
0244580,Livengood,Golden Valley Elec Assn Inc,0.27,0.26,0.18,2021
0245295,Lowell Point,City of Seward,0.19,0.20,0.16,2011
0245295,Lowell Point,City of Seward,0.20,0.22,0.17,2012
0245295,Lowell Point,City of Seward,0.20,0.22,0.17,2013
0245295,Lowell Point,City of Seward,0.21,0.23,0.19,2014
0245295,Lowell Point,City of Seward,0.22,0.23,0.18,2015
0245295,Lowell Point,City of Seward,0.22,0.23,0.19,2016
0245295,Lowell Point,City of Seward,,,,2018
0245295,Lowell Point,City of Seward,,,,2020
0245295,Lowell Point,City of Seward,,,,2021
0245460,Lower Kalskag,Alaska Village Electric Cooperative,0.21,0.58,,2011
0245460,Lower Kalskag,Alaska Village Electric Cooperative,0.22,0.64,,2012
0245460,Lower Kalskag,Alaska Village Electric Cooperative,0.20,0.61,,2013
0245460,Lower Kalskag,Alaska Village Electric Cooperative,0.20,0.61,,2014
0245460,Lower Kalskag,Alaska Village Electric Cooperative,0.22,0.60,,2015
0245460,Lower Kalskag,Alaska Village Electric Cooperative,0.22,0.56,,2016
0245460,Lower Kalskag,Alaska Village Electric Cooperative,0.22,0.51,,2017
0245460,Lower Kalskag,Alaska Village Electric Cooperative,0.24,0.51,,2018
0245460,Lower Kalskag,Alaska Village Electric Cooperative,0.24,0.54,,2019
0245460,Lower Kalskag,Alaska Village Electric Cooperative,0.25,0.54,,2020
0245460,Lower Kalskag,Alaska Village Electric Cooperative,0.26,0.51,,2021
0245700,Lutak,Alaska Power & Telephone Company,0.15,0.22,,2011
0245700,Lutak,Alaska Power & Telephone Company,0.17,0.24,,2012
0245700,Lutak,Alaska Power & Telephone Company,0.18,0.25,,2013
0245700,Lutak,Alaska Power & Telephone Company,0.26,0.32,,2014
0245700,Lutak,Alaska Power & Telephone Company,0.22,0.26,,2015
0245700,Lutak,Alaska Power & Telephone Company,0.23,0.26,,2016
0245700,Lutak,Alaska Power & Telephone Company,0.24,0.27,,2017
0245700,Lutak,Alaska Power & Telephone Company,0.25,0.28,,2018
0245700,Lutak,Alaska Power & Telephone Company,0.25,0.27,,2019
0245700,Lutak,Alaska Power & Telephone Company,0.26,0.27,,2020
0245700,Lutak,Alaska Power & Telephone Company,0.28,0.29,,2021
0246780,Manley Hot Springs,TDX Manley Generating LLC,0.20,0.67,,2011
0246780,Manley Hot Springs,TDX Manley Generating LLC,0.23,0.90,,2012
0246780,Manley Hot Springs,TDX Manley Generating LLC,0.31,0.94,,2013
0246780,Manley Hot Springs,TDX Manley Generating LLC,0.22,0.88,,2014
0246780,Manley Hot Springs,TDX Manley Generating LLC,0.25,0.80,,2015
0246780,Manley Hot Springs,TDX Manley Generating LLC,0.18,0.75,,2016
0246780,Manley Hot Springs,TDX Manley Generating LLC,0.31,0.87,,2017
0246780,Manley Hot Springs,TDX Manley Generating LLC,0.29,0.89,,2018
0246780,Manley Hot Springs,TDX Manley Generating LLC,0.28,1.05,,2019
0246780,Manley Hot Springs,TDX Manley Generating LLC,0.28,1.00,,2020
0246780,Manley Hot Springs,TDX Manley Generating LLC,0.29,1.02,,2021
0246890,Manokotak,Manokotak Power Company,0.26,0.55,,2011
0246890,Manokotak,Manokotak Power Company,0.31,0.55,,2012
0246890,Manokotak,Manokotak Power Company,0.27,0.55,,2013
0246890,Manokotak,Manokotak Power Company,0.28,0.55,,2014
0246890,Manokotak,Manokotak Power Company,0.30,0.55,,2015
0246890,Manokotak,Manokotak Power Company,0.31,0.55,,2016
0246890,Manokotak,Manokotak Power Company,0.32,0.55,,2017
0246890,Manokotak,Manokotak Power Company,0.30,0.55,,2018
0246890,Manokotak,Manokotak Power Company,0.34,0.57,,2019
0246890,Manokotak,Manokotak Power Company,0.38,0.60,,2020
0246890,Manokotak,Manokotak Power Company,0.41,0.60,,2021
0247000,Marshall,Alaska Village Electric Cooperative,0.21,0.50,,2011
0247000,Marshall,Alaska Village Electric Cooperative,0.21,0.58,,2012
0247000,Marshall,Alaska Village Electric Cooperative,0.20,0.60,,2013
0247000,Marshall,Alaska Village Electric Cooperative,0.21,0.62,,2014
0247000,Marshall,Alaska Village Electric Cooperative,0.22,0.60,,2015
0247000,Marshall,Alaska Village Electric Cooperative,0.22,0.50,,2016
0247000,Marshall,Alaska Village Electric Cooperative,0.22,0.47,,2017
0247000,Marshall,Alaska Village Electric Cooperative,0.24,0.50,,2018
0247000,Marshall,Alaska Village Electric Cooperative,0.24,0.54,,2019
0247000,Marshall,Alaska Village Electric Cooperative,0.25,0.54,,2020
0247000,Marshall,Alaska Village Electric Cooperative,0.26,0.48,,2021
0246010,McGrath,Mcgrath Light & Power,0.17,0.51,,2011
0246010,McGrath,Mcgrath Light & Power,0.20,0.59,,2012
0246010,McGrath,Mcgrath Light & Power,0.32,0.75,,2013
0246010,McGrath,Mcgrath Light & Power,0.37,0.86,,2014
0246010,McGrath,Mcgrath Light & Power,0.36,0.85,,2015
0246010,McGrath,Mcgrath Light & Power,0.37,0.79,,2016
0246010,McGrath,Mcgrath Light & Power,0.37,0.75,,2017
0246010,McGrath,Mcgrath Light & Power,0.39,0.73,,2018
0246010,McGrath,Mcgrath Light & Power,0.40,0.78,,2019
0246010,McGrath,Mcgrath Light & Power,0.41,0.79,,2020
0246010,McGrath,Mcgrath Light & Power,0.41,0.78,,2021
0247735,Meadow Lakes,Matanuska Electric Assn Inc,0.15,0.13,,2011
0247735,Meadow Lakes,Matanuska Electric Assn Inc,0.15,0.13,,2012
0247735,Meadow Lakes,Matanuska Electric Assn Inc,0.15,0.13,,2013
0247735,Meadow Lakes,Matanuska Electric Assn Inc,0.17,0.14,,2014
0247735,Meadow Lakes,Matanuska Electric Assn Inc,0.20,0.17,,2015
0247735,Meadow Lakes,Matanuska Electric Assn Inc,0.20,0.17,,2016
0247735,Meadow Lakes,Matanuska Electric Assn Inc,0.21,0.18,,2017
0247735,Meadow Lakes,Matanuska Electric Assn Inc,0.21,0.18,,2018
0247735,Meadow Lakes,Matanuska Electric Assn Inc,0.22,0.19,,2019
0247735,Meadow Lakes,Matanuska Electric Assn Inc,0.22,0.19,,2020
0247735,Meadow Lakes,Matanuska Electric Assn Inc,0.21,0.19,,2021
0247990,Mekoryuk,Alaska Village Electric Cooperative,0.21,0.55,,2011
0247990,Mekoryuk,Alaska Village Electric Cooperative,0.21,0.54,,2012
0247990,Mekoryuk,Alaska Village Electric Cooperative,0.20,0.56,,2013
0247990,Mekoryuk,Alaska Village Electric Cooperative,0.20,0.58,,2014
0247990,Mekoryuk,Alaska Village Electric Cooperative,0.23,0.59,,2015
0247990,Mekoryuk,Alaska Village Electric Cooperative,0.24,0.56,,2016
0247990,Mekoryuk,Alaska Village Electric Cooperative,0.25,0.56,,2017
0247990,Mekoryuk,Alaska Village Electric Cooperative,0.25,0.52,,2018
0247990,Mekoryuk,Alaska Village Electric Cooperative,0.27,0.58,,2019
0247990,Mekoryuk,Alaska Village Electric Cooperative,0.27,0.56,,2020
0247990,Mekoryuk,Alaska Village Electric Cooperative,0.27,0.52,,2021
0248200,Mendeltna,Copper Valley Elec Assn Inc,0.28,0.25,,2011
0248200,Mendeltna,Copper Valley Elec Assn Inc,0.30,0.27,,2012
0248200,Mendeltna,Copper Valley Elec Assn Inc,0.28,0.24,,2013
0248200,Mendeltna,Copper Valley Elec Assn Inc,0.26,0.23,,2014
0248200,Mendeltna,Copper Valley Elec Assn Inc,0.24,0.20,,2015
0248200,Mendeltna,Copper Valley Elec Assn Inc,0.23,0.21,,2016
0248200,Mendeltna,Copper Valley Elec Assn Inc,0.26,0.23,,2017
0248200,Mendeltna,Copper Valley Elec Assn Inc,0.26,0.23,,2018
0248200,Mendeltna,Copper Valley Elec Assn Inc,0.25,0.22,,2019
0248200,Mendeltna,Copper Valley Elec Assn Inc,,,,2020
0248200,Mendeltna,Copper Valley Elec Assn Inc,0.34,0.28,,2021
0248540,Mentasta Lake,Alaska Power & Telephone Company,0.18,0.69,,2011
0248540,Mentasta Lake,Alaska Power & Telephone Company,0.19,0.67,,2011
0248540,Mentasta Lake,Alaska Power & Telephone Company,0.21,0.70,,2012
0248540,Mentasta Lake,Alaska Power & Telephone Company,0.22,0.71,,2013
0248540,Mentasta Lake,Alaska Power & Telephone Company,0.27,0.71,,2014
0248540,Mentasta Lake,Alaska Power & Telephone Company,0.30,0.65,,2015
0248540,Mentasta Lake,Alaska Power & Telephone Company,0.31,0.55,,2016
0248540,Mentasta Lake,Alaska Power & Telephone Company,0.31,0.57,,2017
0248540,Mentasta Lake,Alaska Power & Telephone Company,0.31,0.65,,2018
0248540,Mentasta Lake,Alaska Power & Telephone Company,0.31,0.61,,2019
0248540,Mentasta Lake,Alaska Power & Telephone Company,0.31,0.56,,2020
0248540,Mentasta Lake,Alaska Power & Telephone Company,0.35,0.64,,2021
0248870,Metlakatla,Metlakatla Power & Light,0.09,0.12,0.18,2011
0248870,Metlakatla,Metlakatla Power & Light,0.15,0.17,0.23,2019
0248870,Metlakatla,Metlakatla Power & Light,,,,2020
0248870,Metlakatla,Metlakatla Power & Light,,,,2021
0249200,Mill Bay,Kodiak Electric Assn Inc,0.19,0.18,0.17,2011
0249200,Mill Bay,Kodiak Electric Assn Inc,0.19,0.18,0.17,2012
0249200,Mill Bay,Kodiak Electric Assn Inc,0.18,0.17,0.16,2013
0249200,Mill Bay,Kodiak Electric Assn Inc,0.17,0.16,0.15,2014
0249200,Mill Bay,Kodiak Electric Assn Inc,0.17,0.17,0.16,2015
0249200,Mill Bay,Kodiak Electric Assn Inc,0.17,0.17,0.16,2016
0249200,Mill Bay,Kodiak Electric Assn Inc,0.17,0.17,0.16,2017
0249200,Mill Bay,Kodiak Electric Assn Inc,0.17,0.17,0.16,2018
0249200,Mill Bay,Kodiak Electric Assn Inc,0.17,0.17,0.16,2019
0249200,Mill Bay,Kodiak Electric Assn Inc,0.18,0.17,0.16,2020
0249200,Mill Bay,Kodiak Electric Assn Inc,0.18,0.17,0.15,2021
0249530,Minto,Alaska Village Electric Cooperative,0.21,0.59,,2011
0249530,Minto,Alaska Village Electric Cooperative,0.22,0.63,,2012
0249530,Minto,Alaska Village Electric Cooperative,0.20,0.61,,2013
0249530,Minto,Alaska Village Electric Cooperative,0.21,0.61,,2014
0249530,Minto,Alaska Village Electric Cooperative,0.22,0.58,,2015
0249530,Minto,Alaska Village Electric Cooperative,0.21,0.44,,2016
0249530,Minto,Alaska Village Electric Cooperative,0.22,,,2017
0249530,Minto,Alaska Village Electric Cooperative,0.24,,,2018
0249530,Minto,Alaska Village Electric Cooperative,0.24,,,2019
0249530,Minto,Alaska Village Electric Cooperative,0.25,,,2020
0249530,Minto,Alaska Village Electric Cooperative,0.26,,,2021
0250080,Moose Creek,Golden Valley Elec Assn Inc,0.22,0.21,0.17,2011
0250080,Moose Creek,Golden Valley Elec Assn Inc,0.24,0.23,0.19,2012
0250080,Moose Creek,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2013
0250080,Moose Creek,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2014
0250080,Moose Creek,Golden Valley Elec Assn Inc,0.21,0.19,0.15,2015
0250080,Moose Creek,Golden Valley Elec Assn Inc,0.23,0.21,0.16,2016
0250080,Moose Creek,Golden Valley Elec Assn Inc,0.24,0.22,0.17,2017
0250080,Moose Creek,Golden Valley Elec Assn Inc,0.25,0.24,0.18,2018
0250080,Moose Creek,Golden Valley Elec Assn Inc,0.26,0.25,0.18,2019
0250080,Moose Creek,Golden Valley Elec Assn Inc,0.25,0.24,0.17,2020
0250080,Moose Creek,Golden Valley Elec Assn Inc,0.27,0.26,0.18,2021
0250190,Moose Pass,Chugach Electric Assn Inc,0.14,0.12,0.11,2011
0250190,Moose Pass,Chugach Electric Assn Inc,0.14,0.12,0.11,2012
0250190,Moose Pass,Chugach Electric Assn Inc,0.15,0.12,0.11,2013
0250190,Moose Pass,Chugach Electric Assn Inc,0.16,0.13,0.12,2014
0250190,Moose Pass,Chugach Electric Assn Inc,0.17,0.14,0.12,2015
0250190,Moose Pass,Chugach Electric Assn Inc,0.18,0.15,0.13,2016
0250190,Moose Pass,Chugach Electric Assn Inc,0.20,0.16,0.15,2017
0250190,Moose Pass,Chugach Electric Assn Inc,0.20,0.16,0.14,2018
0250190,Moose Pass,Chugach Electric Assn Inc,0.21,0.17,0.15,2019
0250190,Moose Pass,Chugach Electric Assn Inc,0.21,0.17,0.15,2020
0250190,Moose Pass,Chugach Electric Assn Inc,0.21,0.16,0.14,2021
0250800,Mosquito Lake,Inside Passage Electric,0.22,0.62,,2011
0250800,Mosquito Lake,Inside Passage Electric,0.22,0.63,,2012
0250800,Mosquito Lake,Inside Passage Electric,0.22,0.65,,2013
0250800,Mosquito Lake,Inside Passage Electric,0.22,0.62,,2014
0250800,Mosquito Lake,Inside Passage Electric,0.23,0.57,,2015
0250800,Mosquito Lake,Inside Passage Electric,0.23,0.49,,2016
0250800,Mosquito Lake,Inside Passage Electric,0.24,0.53,,2017
0250800,Mosquito Lake,Inside Passage Electric,0.26,0.58,,2018
0250800,Mosquito Lake,Inside Passage Electric,0.27,0.62,,2019
0250800,Mosquito Lake,Inside Passage Electric,0.28,0.57,,2020
0250800,Mosquito Lake,Inside Passage Electric,0.29,0.63,,2021
0251180,Mountain Village,Alaska Village Electric Cooperative,0.21,0.54,,2011
0251180,Mountain Village,Alaska Village Electric Cooperative,0.22,0.61,,2012
0251180,Mountain Village,Alaska Village Electric Cooperative,0.20,0.61,,2013
0251180,Mountain Village,Alaska Village Electric Cooperative,0.21,0.63,,2014
0251180,Mountain Village,Alaska Village Electric Cooperative,0.22,0.60,,2015
0251180,Mountain Village,Alaska Village Electric Cooperative,0.22,0.54,,2016
0251180,Mountain Village,Alaska Village Electric Cooperative,0.22,0.49,,2017
0251180,Mountain Village,Alaska Village Electric Cooperative,0.24,0.51,,2018
0251180,Mountain Village,Alaska Village Electric Cooperative,0.24,0.57,,2019
0251180,Mountain Village,Alaska Village Electric Cooperative,0.26,0.56,,2020
0251180,Mountain Village,Alaska Village Electric Cooperative,0.27,0.49,,2021
0251455,Mud Bay,Alaska Power & Telephone Company,0.15,0.22,,2011
0251455,Mud Bay,Alaska Power & Telephone Company,0.17,0.24,,2012
0251455,Mud Bay,Alaska Power & Telephone Company,0.18,0.25,,2013
0251455,Mud Bay,Alaska Power & Telephone Company,0.26,0.32,,2014
0251455,Mud Bay,Alaska Power & Telephone Company,0.22,0.26,,2015
0251455,Mud Bay,Alaska Power & Telephone Company,0.23,0.26,,2016
0251455,Mud Bay,Alaska Power & Telephone Company,0.24,0.27,,2017
0251455,Mud Bay,Alaska Power & Telephone Company,0.25,0.28,,2018
0251455,Mud Bay,Alaska Power & Telephone Company,0.25,0.27,,2019
0251455,Mud Bay,Alaska Power & Telephone Company,0.26,0.27,,2020
0251455,Mud Bay,Alaska Power & Telephone Company,0.28,0.29,,2021
0252060,Naknek,Naknek Electric Association,0.24,0.50,,2011
0252060,Naknek,Naknek Electric Association,0.22,0.56,,2012
0252060,Naknek,Naknek Electric Association,0.19,0.58,,2013
0252060,Naknek,Naknek Electric Association,0.22,0.62,,2014
0252060,Naknek,Naknek Electric Association,0.18,0.57,,2015
0252060,Naknek,Naknek Electric Association,0.18,0.49,,2016
0252060,Naknek,Naknek Electric Association,0.21,0.48,,2017
0252060,Naknek,Naknek Electric Association,0.20,0.46,,2018
0252060,Naknek,Naknek Electric Association,0.19,0.48,,2019
0252060,Naknek,Naknek Electric Association,0.21,0.48,,2020
0252060,Naknek,Naknek Electric Association,0.23,0.48,,2021
0252210,Nanwalek,Homer Electric Assn Inc,0.20,0.18,0.08,2011
0252210,Nanwalek,Homer Electric Assn Inc,0.20,0.18,0.09,2012
0252210,Nanwalek,Homer Electric Assn Inc,0.21,0.18,0.08,2013
0252210,Nanwalek,Homer Electric Assn Inc,0.24,0.21,0.10,2014
0252210,Nanwalek,Homer Electric Assn Inc,0.25,0.22,0.11,2015
0252210,Nanwalek,Homer Electric Assn Inc,0.26,0.23,0.11,2016
0252210,Nanwalek,Homer Electric Assn Inc,0.26,0.23,0.11,2017
0252210,Nanwalek,Homer Electric Assn Inc,0.27,0.23,0.11,2018
0252210,Nanwalek,Homer Electric Assn Inc,0.27,0.23,0.11,2019
0252210,Nanwalek,Homer Electric Assn Inc,0.29,0.26,0.12,2020
0252210,Nanwalek,Homer Electric Assn Inc,0.28,0.25,0.12,2021
0252390,Napakiak,Napakiak Ircinraq,0.26,0.83,,2011
0252390,Napakiak,Napakiak Ircinraq,0.24,0.83,,2012
0252390,Napakiak,Napakiak Ircinraq,0.26,0.86,,2013
0252390,Napakiak,Napakiak Ircinraq,0.28,0.88,,2014
0252390,Napakiak,Napakiak Ircinraq,0.32,0.85,,2015
0252390,Napakiak,Napakiak Ircinraq,0.39,0.83,,2016
0252390,Napakiak,Napakiak Ircinraq,0.42,0.77,,2017
0252390,Napakiak,Napakiak Ircinraq,0.37,0.69,,2018
0252390,Napakiak,Napakiak Ircinraq,0.33,0.70,,2019
0252390,Napakiak,Napakiak Ircinraq,0.41,0.80,,2020
0252390,Napakiak,Napakiak Ircinraq,0.45,0.77,,2021
0252720,Napaskiak,Napaskiak Electric Utility,0.23,0.64,,2011
0252720,Napaskiak,Napaskiak Electric Utility,0.29,0.70,,2012
0252720,Napaskiak,Napaskiak Electric Utility,0.31,0.70,,2013
0252720,Napaskiak,Napaskiak Electric Utility,0.32,0.70,,2014
0252720,Napaskiak,Napaskiak Electric Utility,0.35,0.70,,2015
0252720,Napaskiak,Napaskiak Electric Utility,0.47,0.70,,2016
0252720,Napaskiak,Napaskiak Electric Utility,0.38,0.70,,2017
0252720,Napaskiak,Napaskiak Electric Utility,0.44,0.70,,2018
0252720,Napaskiak,Napaskiak Electric Utility,0.49,0.70,,2019
0252720,Napaskiak,Napaskiak Electric Utility,0.50,0.70,,2020
0252720,Napaskiak,Napaskiak Electric Utility,0.55,0.70,,2021
